WTA,Location,Tournament,Date,Tier,Court,surface,Round,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL,tourney_date
20,Madrid,Mutua Madrid Open,2026-04-29,WTA1000,Outdoor,Clay,Quarterfinals,3,Kostyuk M.,Noskova L.,23,13.0,1722,2849.0,7.0,6.0,6,0,,,2.0,0.0,Completed,1.5,2.63,,,1.53,2.75,1.48,2.59,,,20260429
20,Madrid,Mutua Madrid Open,2026-04-30,WTA1000,Outdoor,Clay,Semifinals,3,Andreeva M.,Baptiste H.,8,32.0,3746,1392.0,6.0,4.0,7,6,,,2.0,0.0,Completed,1.5,2.63,,,1.5,2.75,1.47,2.65,,,20260430
20,Madrid,Mutua Madrid Open,2026-04-30,WTA1000,Outdoor,Clay,Semifinals,3,Kostyuk M.,Potapova A.,23,56.0,1722,1065.0,6.0,2.0,1,6,6,1,2.0,1.0,Completed,1.33,3.4,,,1.36,3.4,1.34,3.2,,,20260430
20,Madrid,Mutua Madrid Open,2026-05-02,WTA1000,Outdoor,Clay,The Final,3,Kostyuk M.,Andreeva M.,23,8.0,1722,3746.0,6.0,3.0,7,5,,,2.0,0.0,Completed,2.2,1.67,,,2.3,1.73,2.18,1.68,,,20260502
21,Rome,Internazionali BNL d'Italia,2026-05-05,WTA1000,Outdoor,Clay,1st Round,3,Krejcikova B.,Jacquemot E.,53,64.0,1156,1007.0,6.0,2.0,6,4,	,,2.0,0.0,Completed,1.53,2.5,,,1.53,2.55,1.52,2.48,1.61,2.6,20260505
21,Rome,Internazionali BNL d'Italia,2026-05-05,WTA1000,Outdoor,Clay,1st Round,3,Zheng Q.,Bondar A.,32,58.0,1405,1043.0,3.0,6.0,6,3,6,4,2.0,1.0,Completed,1.36,3.2,,,1.42,3.2,1.37,2.98,1.39,3.5,20260505
21,Rome,Internazionali BNL d'Italia,2026-05-05,WTA1000,Outdoor,Clay,1st Round,3,Oliynykova O.,Marcinko P.,68,69.0,940,934.0,6.0,1.0,6,3,,	,2.0,0.0,Completed,2.1,1.73,,,2.12,1.73,2.09,1.72,2.2,1.8,20260505
21,Rome,Internazionali BNL d'Italia,2026-05-05,WTA1000,Outdoor,Clay,1st Round,3,Andreescu B.,Kenin S.,137,74.0,564,922.0,6.0,4.0,7,5,,	,2.0,0.0,Completed,1.8,2.0,,,1.83,2.1,1.77,2.0,1.9,2.06,20260505
21,Rome,Internazionali BNL d'Italia,2026-05-05,WTA1000,Outdoor,Clay,1st Round,3,Ruzic A.,Rakhimova K.,59,76.0,1041,919.0,6.0,4.0,1,6,6,3,2.0,1.0,Completed,2,1.8,,,2.0,1.83,1.97,1.79,2.16,1.84,20260505
21,Rome,Internazionali BNL d'Italia,2026-05-05,WTA1000,Outdoor,Clay,1st Round,3,Kessler M.,Bronzetti L.,50,173.0,1204,459.0,6.0,3.0,5,7,6,4,2.0,1.0,Completed,1.53,2.5,,,1.57,2.55,1.52,2.5,1.53,2.82,20260505
21,Rome,Internazionali BNL d'Italia,2026-05-05,WTA1000,Outdoor,Clay,1st Round,3,Zakharova A.,Yastremska D.,81,52.0,888,1175.0,4.0,6.0,7,5,7,6,2.0,1.0,Completed,3.4,1.33,,,3.5,1.36,3.21,1.34,3.65,1.37,20260505
21,Rome,Internazionali BNL d'Italia,2026-05-05,WTA1000,Outdoor,Clay,1st Round,3,Sonmez Z.,Ruggeri J.,65,265.0,998,260.0,4.0,6.0,6,2,6,2,2.0,1.0,Completed,1.11,6.5,,,1.12,7.0,1.11,6.28,1.13,8.0,20260505
21,Rome,Internazionali BNL d'Italia,2026-05-05,WTA1000,Outdoor,Clay,1st Round,3,Gibson T.,Trevisan M.,62,516.0,1021,100.0,6.0,4.0,0,6,6,3,2.0,1.0,Completed,1.44,2.75,,,1.5,2.8,1.45,2.68,1.47,3.05,20260505
21,Rome,Internazionali BNL d'Italia,2026-05-05,WTA1000,Outdoor,Clay,1st Round,3,Li A.,Zhang S.,29,73.0,1435,924.0,1.0,6.0,6,4,6,2,2.0,1.0,Completed,1.25,4.0,,,1.3,4.0,1.26,3.73,1.31,4.2,20260505
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Maria T.,Linette M.,54,55.0,1086,1084.0,6.0,0.0,6,3,,	,2.0,0.0,Completed,3.75,1.29,,,3.75,1.3,3.52,1.29,4.2,1.3,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Udvardy P.,Korneeva A.,71,122.0,931,657.0,6.0,2.0,7,6,	,,2.0,0.0,Completed,1.73,2.1,,,1.83,2.1,1.75,2.03,1.92,2.06,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Ostapenko J.,Stefanini L.,36,154.0,1369,495.0,6.0,0.0,6,1,,	,2.0,0.0,Completed,1.07,9.0,,,1.09,9.0,1.08,7.75,1.1,10.0,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Eala A.,Frech M.,42,45.0,1285,1263.0,6.0,0.0,3,6,6,4,2.0,1.0,Completed,1.8,2.0,,,1.83,2.04,1.78,1.98,1.89,2.08,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Jeanjean L.,Haddad Maia B.,127,78.0,608,904.0,7.0,6.0,6,4,	,,2.0,0.0,Completed,1.67,2.2,,,1.67,2.38,1.64,2.22,1.69,2.42,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Siniakova K.,Boisson L.,39,43.0,1342,1268.0,6.0,2.0,6,3,	,,2.0,0.0,Completed,1.3,3.5,,,1.38,3.6,1.32,3.32,1.37,3.6,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Grant T.C.,Pigato L.,234,141.0,305,547.0,1.0,6.0,6,2,6,4,2.0,1.0,Completed,1.91,1.91,,,1.96,1.95,1.9,1.87,2.06,1.92,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Golubic V.,Urgesi F.,90,410.0,854,145.0,6.0,1.0,6,1,	,,2.0,0.0,Completed,1.44,2.75,,,1.53,2.75,1.5,2.56,1.62,2.58,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Siegemund L.,Bejlek S.,46,37.0,1250,1360.0,6.0,4.0,6,4,	,,2.0,0.0,Completed,2.5,1.53,,,2.55,1.54,2.48,1.52,2.48,1.67,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Sierra S.,Korpatsch T.,72,87.0,924,868.0,6.0,3.0,6,1,	,,2.0,0.0,Completed,1.57,2.38,,,1.65,2.38,1.61,2.27,1.75,2.3,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Townsend T.,Brancaccio N.,96,171.0,824,463.0,6.0,3.0,6,2,	,,2.0,0.0,Completed,1.3,3.5,,,1.3,3.8,1.27,3.68,1.28,4.3,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Stearns P.,Tjen J.,49,40.0,1211,1317.0,6.0,4.0,6,4,	,,2.0,0.0,Completed,1.44,2.75,,,1.44,3.0,1.41,2.83,1.47,3.1,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Sakkari M.,Tagger L.,47,92.0,1238,836.0,5.0,7.0,6,3,6,0,2.0,1.0,Completed,1.57,2.38,,,1.67,2.38,1.63,2.22,1.76,2.28,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Valentova T.,Putintseva Y.,48,77.0,1231,918.0,6.0,3.0,6,2,,	,2.0,0.0,Completed,1.62,2.3,,,1.68,2.3,1.65,2.19,1.71,2.36,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Potapova A.,Galfi D.,38,119.0,1355,674.0,5.0,7.0,6,2,6,4,2.0,1.0,Completed,1.36,3.2,,,1.37,3.25,1.35,3.11,1.38,3.5,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Masarova R.,Selekhmeteva O.,160,84.0,479,871.0,7.0,5.0,5,7,6,1,2.0,1.0,Completed,1.73,2.1,,,1.73,2.23,1.66,2.17,1.73,2.34,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Lys E.,Boulter K.,80,60.0,901,1036.0,6.0,4.0,3,6,6,4,2.0,1.0,Completed,2.3,1.62,,,2.33,1.67,2.24,1.63,2.2,1.83,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Pliskova Ka.,Bouzas Maneiro J.,130,51.0,590,1186.0,4.0,6.0,6,3,7,5,2.0,1.0,Completed,1.67,2.2,,,1.67,2.43,1.58,2.32,1.66,2.46,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,Cocciaretto E.,Kraus S.,41,103.0,1290,780.0,6.0,2.0,6,4,	,,2.0,0.0,Completed,1.67,2.2,,,1.75,2.2,1.7,2.1,1.83,2.16,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-06,WTA1000,Outdoor,Clay,1st Round,3,McNally C.,Kasatkina D.,63,66.0,1018,987.0,6.0,2.0,6,3,	,,2.0,0.0,Completed,2,1.8,,,2.01,1.85,1.97,1.79,2.08,1.9,20260506
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,1st Round,3,Basiletti N.,Tomljanovic A.,427,88.0,137,867.0,7.0,5.0,6,4,	,,2.0,0.0,Completed,3.2,1.36,,,3.5,1.91,2.95,1.45,3.8,1.35,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,1st Round,3,Waltert S.,Starodubtseva Y.,91,57.0,840,1044.0,7.0,5.0,4,6,6,1,2.0,1.0,Completed,2.1,1.73,,,2.13,1.74,2.1,1.72,2.2,1.82,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Zheng Q.,Bucsa C.,32,31.0,1405,1406.0,7.0,6.0,6,2,,	,2.0,0.0,Completed,1.14,5.5,,,1.16,6.5,1.14,5.54,1.18,6.2,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Andreeva M.,Ruzic A.,7,59.0,4181,1041.0,6.0,1.0,6,0,,	,2.0,0.0,Completed,1.08,8.0,,,1.08,9.0,1.07,7.92,1.08,11.5,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Mertens E.,Udvardy P.,22,71.0,1858,931.0,6.0,4.0,6,2,,	,2.0,0.0,Completed,1.25,4.0,,,1.25,5.0,1.22,4.06,1.26,4.5,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Paolini J.,Jeanjean L.,8,127.0,3722,608.0,6.0,7.0,6,2,6,4,2.0,1.0,Completed,1.2,4.5,,,1.22,4.6,1.2,4.35,1.22,5.3,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Noskova L.,Zakharova A.,13,81.0,2999,888.0,6.0,4.0,6,1,,	,2.0,0.0,Completed,1.13,6.0,,,1.14,6.0,1.13,5.56,1.16,7.0,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Cirstea S.,Maria T.,27,54.0,1595,1086.0,6.0,2.0,6,0,,	,2.0,0.0,Completed,1.13,6.0,,,1.14,8.0,1.11,6.29,1.12,8.8,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Oliynykova O.,Tauson C.,68,18.0,940,2030.0,6.0,1.0,3,1,,	,1.0,0.0,Retired,2,1.8,,,2.1,1.8,2.04,1.75,2.12,1.86,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Golubic V.,Joint M.,90,34.0,854,1380.0,7.0,5.0,6,2,,	,2.0,0.0,Completed,1.8,2.0,,,1.91,2.0,1.84,1.92,1.9,2.1,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Kalinskaya A.,Siniakova K.,24,39.0,1758,1342.0,4.0,6.0,7,6,7,5,2.0,1.0,Completed,2,1.8,,,2.02,1.85,1.99,1.79,2.12,1.87,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Gauff C.,Valentova T.,4,48.0,6749,1231.0,6.0,3.0,6,4,	,,2.0,0.0,Completed,1.22,4.33,,,1.26,4.35,1.22,4.06,1.25,4.8,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Ostapenko J.,Ruse E.G.,36,67.0,1369,963.0,2.0,6.0,6,2,6,3,2.0,1.0,Completed,1.62,2.3,,,1.8,2.63,1.59,2.33,1.5,2.96,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Bencic B.,Andreescu B.,12,137.0,3090,564.0,6.0,4.0,6,1,	,,2.0,0.0,Completed,1.25,4.0,,,1.29,4.0,1.25,3.78,1.28,4.3,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Townsend T.,Bouzkova M.,96,26.0,824,1651.0,6.0,3.0,7,5,,	,2.0,0.0,Completed,1.8,2.0,,,1.85,2.1,1.79,1.98,1.8,2.24,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Sierra S.,Kalinina A.,72,93.0,924,833.0,6.0,2.0,6,3,	,,2.0,0.0,Completed,3,1.4,,,3.0,1.44,2.81,1.41,3.05,1.47,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Jovic I.,Kessler M.,17,50.0,2235,1204.0,7.0,6.0,7,6,,	,2.0,0.0,Completed,1.3,3.5,,,1.36,3.5,1.32,3.31,1.37,3.55,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-07,WTA1000,Outdoor,Clay,2nd Round,3,Sabalenka A.,Krejcikova B.,1,53.0,10110,1156.0,6.0,2.0,6,3,	,,2.0,0.0,Completed,1.05,11.0,,,1.06,13.0,1.05,10.08,1.08,13.0,20260507
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Eala A.,Wang Xin.,42,33.0,1285,1401.0,6.0,4.0,6,3,,	,2.0,0.0,Completed,1.73,2.1,,,1.75,2.16,1.72,2.09,1.78,2.26,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Shnaider D.,Gibson T.,20,62.0,1946,1021.0,5.0,7.0,6,1,6,1,2.0,1.0,Completed,1.17,5.0,,,1.17,6.5,1.15,5.31,1.18,6.2,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Swiatek I.,McNally C.,3,63.0,6948,1018.0,6.0,1.0,6,7,6,3,2.0,1.0,Completed,1.1,7.0,,,1.1,7.5,1.09,6.98,1.13,7.8,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Samsonova L.,Li A.,21,29.0,1895,1435.0,6.0,4.0,6,3,	,,2.0,0.0,Completed,1.67,2.2,,,1.73,2.2,1.7,2.12,1.95,2.04,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Potapova A.,Muchova K.,38,11.0,1355,3318.0,6.0,3.0,6,2,	,,2.0,0.0,Completed,2.75,1.44,,,3.0,1.48,2.74,1.43,3.15,1.45,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Keys M.,Stearns P.,19,49.0,1946,1211.0,4.0,6.0,6,4,6,2,2.0,1.0,Completed,1.57,2.38,,,1.62,2.4,1.58,2.32,1.69,2.4,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Osaka N.,Lys E.,16,80.0,2341,901.0,6.0,4.0,4,6,6,3,2.0,1.0,Completed,1.29,3.75,,,1.3,3.75,1.29,3.48,1.32,3.95,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Pegula J.,Sonmez Z.,5,65.0,6136,998.0,6.0,4.0,6,0,	,,2.0,0.0,Completed,1.2,4.5,,,1.22,4.5,1.21,4.27,1.23,5.2,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Siegemund L.,Alexandrova E.,46,14.0,1250,2669.0,6.0,4.0,6,7,6,1,2.0,1.0,Completed,2,1.8,,,2.03,2.0,1.96,1.81,2.12,1.87,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Baptiste H.,Waltert S.,25,91.0,1747,840.0,6.0,7.0,6,4,6,4,2.0,1.0,Completed,1.4,3.0,,,1.44,3.0,1.4,2.86,1.47,3.1,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Bartunkova N.,Grant T.C.,94,234.0,831,305.0,4.0,6.0,6,3,6,4,2.0,1.0,Completed,1.57,2.38,,,1.62,2.4,1.59,2.31,1.6,2.6,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Svitolina E.,Basiletti N.,10,427.0,3530,137.0,6.0,1.0,6,3,	,,2.0,0.0,Completed,1.05,11.0,,,1.05,13.0,1.04,10.5,1.07,14.5,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Pliskova Ka.,Cristian J.,130,28.0,590,1437.0,6.0,7.0,7,6,6,4,2.0,1.0,Completed,1.73,2.1,,,1.75,2.14,1.72,2.09,1.92,2.08,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Masarova R.,Fernandez L.A.,160,23.0,479,1851.0,4.0,6.0,6,4,6,4,2.0,1.0,Completed,3,1.4,,,3.0,1.44,2.79,1.42,2.98,1.49,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Cocciaretto E.,Navarro E.,41,35.0,1290,1377.0,6.0,3.0,6,3,,	,2.0,0.0,Completed,1.4,3.0,,,1.48,3.0,1.42,2.83,1.46,3.1,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-08,WTA1000,Outdoor,Clay,2nd Round,3,Rybakina E.,Sakkari M.,2,47.0,8555,1238.0,6.0,4.0,6,1,,	,2.0,0.0,Completed,1.1,7.0,,,1.12,8.0,1.1,6.56,1.12,8.6,20260508
21,Rome,Internazionali BNL d'Italia,2026-05-09,WTA1000,Outdoor,Clay,3rd Round,3,Gauff C.,Sierra S.,4,72.0,6749,924.0,5.0,7.0,6,0,6,4,2.0,1.0,Completed,1.08,8.0,,,1.09,8.5,1.08,7.58,1.1,10.0,20260509
21,Rome,Internazionali BNL d'Italia,2026-05-09,WTA1000,Outdoor,Clay,3rd Round,3,Noskova L.,Oliynykova O.,13,68.0,2999,940.0,6.0,1.0,6,3,,	,2.0,0.0,Completed,1.3,3.5,,,1.3,3.75,1.28,3.54,1.32,3.9,20260509
21,Rome,Internazionali BNL d'Italia,2026-05-09,WTA1000,Outdoor,Clay,3rd Round,3,Mertens E.,Paolini J.,22,8.0,1858,3722.0,4.0,6.0,7,6,6,3,2.0,1.0,Completed,1.73,2.1,,,1.85,2.14,1.76,2.03,1.96,2.04,20260509
21,Rome,Internazionali BNL d'Italia,2026-05-09,WTA1000,Outdoor,Clay,3rd Round,3,Ostapenko J.,Zheng Q.,36,32.0,1369,1405.0,4.0,6.0,6,4,6,4,2.0,1.0,Completed,2.75,1.44,,,2.8,1.47,2.71,1.44,2.92,1.51,20260509
21,Rome,Internazionali BNL d'Italia,2026-05-09,WTA1000,Outdoor,Clay,3rd Round,3,Cirstea S.,Sabalenka A.,27,1.0,1595,10110.0,2.0,6.0,6,3,7,5,2.0,1.0,Completed,6,1.13,,,7.0,1.14,5.78,1.13,7.0,1.16,20260509
21,Rome,Internazionali BNL d'Italia,2026-05-09,WTA1000,Outdoor,Clay,3rd Round,3,Andreeva M.,Golubic V.,7,90.0,4181,854.0,6.0,1.0,4,6,6,0,2.0,1.0,Completed,1.04,13.0,,,1.04,19.0,1.03,12.56,1.05,18.5,20260509
21,Rome,Internazionali BNL d'Italia,2026-05-09,WTA1000,Outdoor,Clay,3rd Round,3,Jovic I.,Townsend T.,17,96.0,2235,824.0,7.0,5.0,6,2,,	,2.0,0.0,Completed,1.73,2.1,,,1.78,2.1,1.73,2.06,1.79,2.24,20260509
21,Rome,Internazionali BNL d'Italia,2026-05-09,WTA1000,Outdoor,Clay,3rd Round,3,Kalinskaya A.,Bencic B.,24,12.0,1758,3090.0,6.0,4.0,6,3,,	,2.0,0.0,Completed,3.4,1.33,,,3.6,1.33,3.39,1.31,3.55,1.37,20260509
21,Rome,Internazionali BNL d'Italia,2026-05-10,WTA1000,Outdoor,Clay,3rd Round,3,Bartunkova N.,Keys M.,94,19.0,831,1946.0,6.0,3.0,1,6,6,4,2.0,1.0,Completed,3.4,1.33,,,3.5,1.34,3.27,1.33,3.65,1.37,20260510
21,Rome,Internazionali BNL d'Italia,2026-05-10,WTA1000,Outdoor,Clay,3rd Round,3,Svitolina E.,Baptiste H.,10,25.0,3530,1747.0,6.0,1.0,6,2,	,,2.0,0.0,Completed,1.4,3.0,,,1.42,3.0,1.39,2.91,1.42,3.25,20260510
21,Rome,Internazionali BNL d'Italia,2026-05-10,WTA1000,Outdoor,Clay,3rd Round,3,Pegula J.,Masarova R.,5,160.0,6136,479.0,6.0,0.0,6,0,	,,2.0,0.0,Completed,1.14,5.5,,,1.15,6.0,1.14,5.5,1.17,6.4,20260510
21,Rome,Internazionali BNL d'Italia,2026-05-10,WTA1000,Outdoor,Clay,3rd Round,3,Potapova A.,Samsonova L.,38,21.0,1355,1895.0,6.0,3.0,6,2,,	,2.0,0.0,Completed,1.5,2.63,,,1.55,2.63,1.52,2.47,1.6,2.66,20260510
21,Rome,Internazionali BNL d'Italia,2026-05-10,WTA1000,Outdoor,Clay,3rd Round,3,Osaka N.,Shnaider D.,16,20.0,2341,1946.0,6.0,1.0,6,2,	,,2.0,0.0,Completed,1.91,1.91,,,1.96,1.91,1.91,1.85,2.04,1.93,20260510
21,Rome,Internazionali BNL d'Italia,2026-05-10,WTA1000,Outdoor,Clay,3rd Round,3,Rybakina E.,Eala A.,2,42.0,8555,1285.0,6.0,4.0,6,3,,	,2.0,0.0,Completed,1.05,11.0,,,1.07,15.0,1.05,9.75,1.08,12.5,20260510
21,Rome,Internazionali BNL d'Italia,2026-05-10,WTA1000,Outdoor,Clay,3rd Round,3,Swiatek I.,Cocciaretto E.,3,41.0,6948,1290.0,6.0,1.0,6,0,,	,2.0,0.0,Completed,1.1,7.0,,,1.13,7.0,1.1,6.45,1.15,7.2,20260510
21,Rome,Internazionali BNL d'Italia,2026-05-10,WTA1000,Outdoor,Clay,3rd Round,3,Pliskova Ka.,Siegemund L.,130,46.0,590,1250.0,6.0,1.0,6,4,,	,2.0,0.0,Completed,1.8,2.0,,,1.81,2.04,1.78,1.99,1.87,2.1,20260510
21,Rome,Internazionali BNL d'Italia,2026-05-11,WTA1000,Outdoor,Clay,4th Round,3,Cirstea S.,Noskova L.,27,13.0,1595,2999.0,6.0,2.0,6,4,	,,2.0,0.0,Completed,2,1.8,,,2.02,1.83,1.98,1.8,2.08,1.9,20260511
21,Rome,Internazionali BNL d'Italia,2026-05-11,WTA1000,Outdoor,Clay,4th Round,3,Gauff C.,Jovic I.,4,17.0,6749,2235.0,5.0,7.0,7,5,6,2,2.0,1.0,Completed,1.29,3.75,,,1.33,3.75,1.31,3.41,1.31,4.1,20260511
21,Rome,Internazionali BNL d'Italia,2026-05-11,WTA1000,Outdoor,Clay,4th Round,3,Ostapenko J.,Kalinskaya A.,36,24.0,1369,1758.0,6.0,1.0,6,2,,	,2.0,0.0,Completed,1.8,2.0,,,1.8,2.06,1.76,2.01,1.85,2.16,20260511
21,Rome,Internazionali BNL d'Italia,2026-05-11,WTA1000,Outdoor,Clay,4th Round,3,Andreeva M.,Mertens E.,7,22.0,4181,1858.0,6.0,3.0,6,3,,	,2.0,0.0,Completed,1.3,3.5,,,1.34,3.5,1.32,3.26,1.39,3.55,20260511
21,Rome,Internazionali BNL d'Italia,2026-05-11,WTA1000,Outdoor,Clay,4th Round,3,Svitolina E.,Bartunkova N.,10,94.0,3530,831.0,6.0,2.0,6,3,	,,2.0,0.0,Completed,1.13,6.0,,,1.17,6.0,1.14,5.46,1.16,7.0,20260511
21,Rome,Internazionali BNL d'Italia,2026-05-11,WTA1000,Outdoor,Clay,4th Round,3,Pegula J.,Potapova A.,5,38.0,6136,1355.0,7.0,6.0,6,2,	,,2.0,0.0,Completed,1.44,2.75,,,1.53,2.75,1.46,2.63,1.56,2.76,20260511
21,Rome,Internazionali BNL d'Italia,2026-05-11,WTA1000,Outdoor,Clay,4th Round,3,Swiatek I.,Osaka N.,3,16.0,6948,2341.0,6.0,2.0,6,1,,	,2.0,0.0,Completed,1.29,3.75,,,1.33,3.75,1.29,3.48,1.35,3.75,20260511
21,Rome,Internazionali BNL d'Italia,2026-05-11,WTA1000,Outdoor,Clay,4th Round,3,Rybakina E.,Pliskova Ka.,2,130.0,8555,590.0,6.0,0.0,6,2,,	,2.0,0.0,Completed,1.11,6.5,,,1.13,7.5,1.11,6.26,1.13,8.4,20260511
21,Rome,Internazionali BNL d'Italia,2026-05-12,WTA1000,Outdoor,Clay,Quarterfinals,3,Cirstea S.,Ostapenko J.,27,36.0,1595,1369.0,6.0,1.0,7,6,	,,2.0,0.0,Completed,1.62,2.3,,,1.65,2.38,1.62,2.26,1.69,2.42,20260512
21,Rome,Internazionali BNL d'Italia,2026-05-12,WTA1000,Outdoor,Clay,Quarterfinals,3,Gauff C.,Andreeva M.,4,7.0,6749,4181.0,4.0,6.0,6,2,6,4,2.0,1.0,Completed,1.91,1.91,,,1.98,1.91,1.91,1.85,2.04,1.94,20260512
21,Rome,Internazionali BNL d'Italia,2026-05-13,WTA1000,Outdoor,Clay,Quarterfinals,3,Swiatek I.,Pegula J.,3,5.0,6948,6136.0,6.0,1.0,6,2,,	,2.0,0.0,Completed,1.36,3.2,,,1.4,3.25,1.37,3.01,1.41,3.4,20260513
